"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.025673042E0,1.384620667E-1,1.157093811E-1,9.812245331E0
4.035651042E0,1.309776306E-1,1.125659180E-1,9.825717316E0
4.045629042E0,1.288819885E-1,1.154100037E-1,9.837692413E0
4.055607042E0,1.276844788E-1,1.222956848E-1,9.827962646E0
4.065585042E0,1.249900818E-1,1.161584473E-1,9.834399261E0
4.075563041E0,1.290316772E-1,1.166075134E-1,9.813442841E0
4.085541042E0,1.315763855E-1,1.109193420E-1,9.824968872E0
4.095519042E0,1.333726501E-1,1.115180969E-1,9.832453308E0
4.105497041E0,1.320254517E-1,1.092727661E-1,9.820777588E0
4.115475042E0,1.278341675E-1,1.225950623E-1,9.815089417E0
4.125452042E0,1.187031555E-1,1.158590698E-1,9.828411713E0
4.135430041E0,1.251397705E-1,1.068777466E-1,9.838590546E0
4.145408042E0,1.305285645E-1,9.445358276E-2,9.818232880E0
4.155386042E0,1.431024170E-1,1.279838562E-1,9.820627899E0
4.165364041E0,1.359173584E-1,1.094224548E-1,9.819580078E0
4.175342042E0,1.231938171E-1,1.050814819E-1,9.822124786E0
4.185320042E0,1.213975525E-1,1.137634277E-1,9.830058289E0
4.195298041E0,1.297801208E-1,1.161584473E-1,9.830956421E0
4.205276042E0,1.239422607E-1,1.155596924E-1,9.820777588E0
4.215254042E0,1.287322998E-1,1.227447510E-1,9.817933502E0
4.225232041E0,1.366658020E-1,1.143621826E-1,9.822424164E0
4.235210042E0,1.152603149E-1,1.086740112E-1,9.831106110E0
4.245188042E0,1.299298096E-1,1.098715210E-1,9.817933502E0
4.255166042E0,1.299298096E-1,1.161584473E-1,9.811047821E0
4.265144042E0,1.326242065E-1,1.275347900E-1,9.823022919E0
4.275122042E0,1.360670471E-1,1.089733887E-1,9.848020935E0
4.285100042E0,1.284329224E-1,9.789642334E-2,9.828860779E0
4.295078041E0,1.209484863E-1,1.091230774E-1,9.840686188E0
4.305056042E0,1.197509766E-1,1.240919495E-1,9.811796265E0
4.315034042E0,1.279838562E-1,1.303788757E-1,9.827363892E0
4.325012041E0,1.266366577E-1,1.142124939E-1,9.830956421E0
4.334990042E0,1.314266968E-1,1.157093811E-1,9.843530273E0
4.344968042E0,1.257385254E-1,1.293310547E-1,9.834099884E0
4.354946041E0,1.240919495E-1,1.236428833E-1,9.819580078E0
4.364924042E0,1.359173584E-1,1.239422607E-1,9.814939728E0
4.374902042E0,1.258882141E-1,1.179547119E-1,9.837991791E0
4.384880041E0,1.308279419E-1,1.095721436E-1,9.831854553E0
4.394858042E0,1.414558411E-1,1.303788757E-1,9.807455292E0
4.404836042E0,1.315763855E-1,1.311273193E-1,9.834399261E0
4.414814041E0,1.236428833E-1,1.243913269E-1,9.839788055E0
4.424792042E0,1.450483704E-1,1.094224548E-1,9.824819183E0
4.434770042E0,1.350192261E-1,1.236428833E-1,9.813293152E0
4.444748041E0,1.291813660E-1,1.169068909E-1,9.827363892E0
4.454726042E0,1.269360352E-1,1.231938171E-1,9.814790039E0
4.464704042E0,1.318757629E-1,1.160087585E-1,9.839189301E0
4.474682041E0,1.344204712E-1,1.215472412E-1,9.837692413E0
4.484660042E0,1.326242065E-1,1.196012878E-1,9.821825409E0
4.494638042E0,1.249900818E-1,1.248403931E-1,9.820627899E0
4.504616041E0,1.236428833E-1,1.167572021E-1,9.814041595E0
4.514594042E0,1.321751404E-1,1.206491089E-1,9.836345215E0
4.524572042E0,1.184037781E-1,1.121168518E-1,9.827214203E0
4.534550042E0,1.356179810E-1,1.237925720E-1,9.813293152E0
4.544528042E0,1.332229614E-1,1.323248291E-1,9.805509338E0
4.554506042E0,1.281335449E-1,1.127156067E-1,9.836794281E0
4.564484042E0,1.285826111E-1,1.029858398E-1,9.853709106E0
4.574462041E0,1.225950623E-1,1.204994202E-1,9.832902374E0
4.584440042E0,1.369651794E-1,1.284329224E-1,9.814340973E0
4.594418042E0,1.228944397E-1,1.278341675E-1,9.817484436E0
4.604396041E0,1.160087585E-1,1.184037781E-1,9.817634125E0
4.614374042E0,1.371148682E-1,1.166075134E-1,9.849368134E0
4.624352042E0,1.324745178E-1,1.224453735E-1,9.832303619E0
4.634330041E0,1.305285645E-1,1.290316772E-1,9.809700623E0
4.644308042E0,1.290316772E-1,1.127156067E-1,9.829758911E0
4.654286042E0,1.414558411E-1,1.038839722E-1,9.830058289E0
4.664264041E0,1.188528442E-1,1.255888367E-1,9.846374359E0
4.674242042E0,1.207987976E-1,1.308279419E-1,9.823471985E0
4.684220708E0,1.288819885E-1,1.303788757E-1,9.816436615E0
4.694198708E0,1.381626892E-1,1.170565796E-1,9.811945953E0
4.704175708E0,1.345701599E-1,1.257385254E-1,9.822573853E0
4.714153708E0,1.297801208E-1,1.163081360E-1,9.829908600E0
4.724131708E0,1.218466187E-1,1.142124939E-1,9.830806732E0
4.734109708E0,1.288819885E-1,1.228944397E-1,9.825268250E0
4.744087708E0,1.465452576E-1,1.121168518E-1,9.800719299E0
4.754065708E0,1.338217163E-1,1.056802368E-1,9.811945953E0
4.764043708E0,1.169068909E-1,1.127156067E-1,9.839189301E0
4.774021708E0,1.210981750E-1,1.242416382E-1,9.833800507E0
4.783999708E0,1.321751404E-1,1.249900818E-1,9.833052063E0
4.793977708E0,1.402583313E-1,1.170565796E-1,9.799521790E0
4.803955708E0,1.213975525E-1,1.200503540E-1,9.817484436E0
4.813933708E0,1.284329224E-1,1.139131165E-1,9.837692413E0
4.823911708E0,1.296304321E-1,1.260379028E-1,9.830806732E0
4.833889708E0,1.161584473E-1,1.312770081E-1,9.817634125E0
4.843867708E0,1.228944397E-1,1.320254517E-1,9.807006226E0
4.853845708E0,1.356179810E-1,1.041833496E-1,9.822573853E0
4.863823708E0,1.362167358E-1,1.148112488E-1,9.824819183E0
4.873801708E0,1.448986816E-1,1.167572021E-1,9.833501129E0
4.883779708E0,1.312770081E-1,1.231938171E-1,9.820927277E0
4.893757708E0,1.270857239E-1,1.134640503E-1,9.831255798E0
4.903735708E0,1.255888367E-1,1.143621826E-1,9.811796265E0
4.913713708E0,1.423539734E-1,1.148112488E-1,9.814041595E0
4.923691708E0,1.233435059E-1,1.139131165E-1,9.832602997E0
4.933669708E0,1.163081360E-1,1.360670471E-1,9.839039612E0
4.943647708E0,1.252894592E-1,1.258882141E-1,9.828262024E0
4.953625708E0,1.387614441E-1,1.125659180E-1,9.808203735E0
4.963603708E0,1.408570862E-1,1.103205872E-1,9.814340973E0
4.973581708E0,1.330732727E-1,1.173559570E-1,9.819280701E0
4.983559708E0,1.426533508E-1,1.137634277E-1,9.846374359E0
4.993537708E0,1.224453735E-1,1.160087585E-1,9.814191284E0
5.003515708E0,1.252894592E-1,1.100212097E-1,9.810000000E0
5.013493708E0,1.224453735E-1,1.103205872E-1,9.819131012E0
5.023471708E0,1.386117554E-1,1.216969299E-1,9.824070740E0
5.033449708E0,1.381626892E-1,1.164578247E-1,9.844129028E0
5.043427708E0,1.309776306E-1,1.143621826E-1,9.819131012E0
5.053405708E0,1.233435059E-1,1.216969299E-1,9.826765137E0
5.063383708E0,1.267863464E-1,1.118174744E-1,9.813442841E0
5.073361708E0,1.299298096E-1,1.184037781E-1,9.819580078E0
5.083338708E0,1.341210938E-1,1.275347900E-1,9.831704865E0
5.093316708E0,1.170565796E-1,1.136137390E-1,9.829908600E0
5.103294708E0,1.270857239E-1,1.187031555E-1,9.816137238E0
5.113272708E0,1.303788757E-1,1.260379028E-1,9.832303619E0
5.123250708E0,1.193019104E-1,1.261875916E-1,9.813143463E0
5.133228708E0,1.212478638E-1,1.213975525E-1,9.835447083E0
5.143206708E0,1.414558411E-1,1.333726501E-1,9.816885681E0
5.153184708E0,1.413061523E-1,1.284329224E-1,9.827363892E0
5.163162708E0,1.323248291E-1,1.172062683E-1,9.821975098E0
5.173140708E0,1.308279419E-1,1.101708984E-1,9.834399261E0
5.183118708E0,1.383123779E-1,1.212478638E-1,9.837842102E0
5.193096708E0,1.320254517E-1,1.160087585E-1,9.822424164E0
5.203074708E0,1.252894592E-1,1.200503540E-1,9.823471985E0
5.213052708E0,1.296304321E-1,1.172062683E-1,9.810898132E0
5.223030708E0,1.318757629E-1,1.227447510E-1,9.839488678E0
5.233008708E0,1.266366577E-1,1.255888367E-1,9.851763153E0
5.242986708E0,1.335223389E-1,1.118174744E-1,9.836794281E0
5.252964708E0,1.218466187E-1,1.257385254E-1,9.801617432E0
5.262942708E0,1.330732727E-1,1.303788757E-1,9.835746460E0
5.272920708E0,1.375639343E-1,1.300794983E-1,9.831255798E0
5.282898708E0,1.288819885E-1,1.103205872E-1,9.829160156E0
5.292876708E0,1.333726501E-1,1.206491089E-1,9.831854553E0
5.302854708E0,1.187031555E-1,1.121168518E-1,9.842931519E0
5.312832708E0,1.219963074E-1,1.231938171E-1,9.825268250E0
5.322810708E0,1.315763855E-1,1.269360352E-1,9.815538483E0
5.332788708E0,1.429527283E-1,1.191522217E-1,9.824819183E0
5.342766708E0,1.348695374E-1,1.187031555E-1,9.846524048E0
5.352744708E0,1.365161133E-1,1.227447510E-1,9.821675720E0
5.362722708E0,1.263372803E-1,1.128652954E-1,9.818232880E0
5.372700708E0,1.199006653E-1,1.221459961E-1,9.815688171E0
5.382678708E0,1.245410156E-1,1.213975525E-1,9.835147705E0
5.392656708E0,1.270857239E-1,1.157093811E-1,9.868079224E0
5.402634708E0,1.302291870E-1,1.184037781E-1,9.824370117E0
5.412612708E0,1.360670471E-1,1.215472412E-1,9.812694397E0
5.422589708E0,1.270857239E-1,1.248403931E-1,9.815239105E0
5.432567708E0,1.222956848E-1,1.185534668E-1,9.825567627E0
5.442545708E0,1.225950623E-1,1.200503540E-1,9.823471985E0
5.452523708E0,1.296304321E-1,1.263372803E-1,9.831555176E0
5.462501708E0,1.297801208E-1,1.249900818E-1,9.823022919E0
5.472479708E0,1.407073975E-1,1.137634277E-1,9.821376343E0
5.482457708E0,1.327738953E-1,1.237925720E-1,9.848619690E0
5.492435708E0,1.318757629E-1,1.172062683E-1,9.833201752E0
5.502413708E0,1.330732727E-1,1.158590698E-1,9.792037354E0
5.512391708E0,1.384620667E-1,1.170565796E-1,9.822424164E0
5.522369708E0,1.297801208E-1,1.106199646E-1,9.837542725E0
5.532347708E0,1.284329224E-1,1.130149841E-1,9.854756927E0
5.542325708E0,1.342707825E-1,1.053808594E-1,9.826016693E0
5.552303708E0,1.315763855E-1,1.086740112E-1,9.827363892E0
5.562281708E0,1.302291870E-1,1.152603149E-1,9.833501129E0
5.572259708E0,1.309776306E-1,1.327738953E-1,9.818681946E0
5.582237708E0,1.327738953E-1,1.342707825E-1,9.826316071E0
5.592215708E0,1.338217163E-1,1.230441284E-1,9.837842102E0
5.602193708E0,1.269360352E-1,1.184037781E-1,9.826914825E0
5.612171708E0,1.191522217E-1,1.190025330E-1,9.823471985E0
5.622149708E0,1.279838562E-1,1.164578247E-1,9.822873230E0
5.632127708E0,1.332229614E-1,1.122665405E-1,9.828262024E0
5.642105708E0,1.366658020E-1,1.161584473E-1,9.841734009E0
5.652083708E0,1.330732727E-1,1.207987976E-1,9.833201752E0
5.662061708E0,1.299298096E-1,1.314266968E-1,9.826765137E0
5.672039708E0,1.306782532E-1,1.073268127E-1,9.826166382E0
5.682016917E0,1.206491089E-1,1.137634277E-1,9.839788055E0
5.691994917E0,1.357676697E-1,1.210981750E-1,9.824370117E0
5.701972916E0,1.318757629E-1,1.330732727E-1,9.814041595E0
5.711950917E0,1.224453735E-1,1.190025330E-1,9.816885681E0
5.721928917E0,1.389111328E-1,1.184037781E-1,9.837692413E0
5.731906916E0,1.342707825E-1,1.222956848E-1,9.828411713E0
5.741884917E0,1.356179810E-1,1.169068909E-1,9.811496887E0
5.751862917E0,1.332229614E-1,1.128652954E-1,9.802964630E0
5.761840916E0,1.375639343E-1,1.125659180E-1,9.834249573E0
5.771818917E0,1.266366577E-1,1.236428833E-1,9.831106110E0
5.781796917E0,1.282832336E-1,1.166075134E-1,9.818831635E0
5.791774916E0,1.240919495E-1,1.190025330E-1,9.827962646E0
5.801752917E0,1.426533508E-1,1.133143616E-1,9.829459534E0
5.811730917E0,1.261875916E-1,1.100212097E-1,9.824819183E0
5.821708916E0,1.339714050E-1,1.062789917E-1,9.826316071E0
5.831686917E0,1.204994202E-1,1.227447510E-1,9.830058289E0
5.841664917E0,1.212478638E-1,1.128652954E-1,9.829010468E0
5.851642916E0,1.293310547E-1,1.228944397E-1,9.820777588E0
5.861620917E0,1.261875916E-1,1.275347900E-1,9.830657043E0
5.871598917E0,1.272354126E-1,1.257385254E-1,9.824819183E0
5.881575917E0,1.197509766E-1,1.185534668E-1,9.841434631E0
5.891553917E0,1.210981750E-1,1.297801208E-1,9.824819183E0
5.901531917E0,1.273851013E-1,1.236428833E-1,9.826016693E0
5.911509917E0,1.246907043E-1,1.137634277E-1,9.812245331E0
5.921487916E0,1.308279419E-1,1.140628052E-1,9.819280701E0
5.931465917E0,1.287322998E-1,1.115180969E-1,9.817933502E0
5.941443917E0,1.212478638E-1,1.184037781E-1,9.855205994E0
5.951421916E0,1.287322998E-1,1.228944397E-1,9.819879456E0
5.961399917E0,1.308279419E-1,1.242416382E-1,9.810748444E0
5.971377917E0,1.199006653E-1,1.124162292E-1,9.814939728E0
5.981355916E0,1.380130005E-1,1.246907043E-1,9.842482452E0
5.991333917E0,1.163081360E-1,1.270857239E-1,9.824819183E0
6.001311917E0,1.321751404E-1,1.291813660E-1,9.812095642E0
6.011289916E0,1.396595764E-1,1.100212097E-1,9.824519806E0
6.021267917E0,1.237925720E-1,1.121168518E-1,9.806706848E0
6.031245917E0,1.163081360E-1,1.303788757E-1,9.756411438E0
6.041223916E0,1.401086426E-1,1.148112488E-1,9.854906616E0
6.051201917E0,1.496887207E-1,1.053808594E-1,9.915680237E0
6.061179917E0,1.216969299E-1,1.026864624E-1,9.821675720E0
6.071157916E0,1.188528442E-1,1.239422607E-1,9.782008209E0
6.081135917E0,1.392105103E-1,1.166075134E-1,9.844877472E0
6.091113917E0,1.544787598E-1,1.049317932E-1,9.870773621E0
6.101091916E0,1.375639343E-1,1.163081360E-1,9.843081207E0
6.111069917E0,1.538800049E-1,9.954299927E-2,9.925410004E0
6.121047917E0,1.338217163E-1,1.231938171E-1,9.865534515E0
6.131025917E0,1.598675537E-1,1.237925720E-1,9.970765686E0
6.141003917E0,5.089416504E-2,1.519340515E-1,9.459429016E0
6.150981917E0,1.176553345E-1,1.317260742E-1,9.816137238E0
6.160959917E0,1.094224548E-1,1.213975525E-1,9.831405487E0
6.170937916E0,1.089733887E-1,1.197509766E-1,9.850266266E0
6.180915917E0,1.115180969E-1,1.079255676E-1,9.827513580E0
6.190893917E0,1.115180969E-1,1.353186035E-1,9.827363892E0
6.200871916E0,1.152603149E-1,1.360670471E-1,9.793983307E0
6.210849917E0,1.013392639E-1,1.353186035E-1,9.819131012E0
6.220827917E0,1.053808594E-1,1.466949463E-1,9.818681946E0
6.230805916E0,1.089733887E-1,1.290316772E-1,9.826166382E0
6.240783917E0,1.139131165E-1,1.264869690E-1,9.825118561E0
6.250761917E0,1.240919495E-1,1.269360352E-1,9.820328522E0
6.260739916E0,1.176553345E-1,1.248403931E-1,9.843679962E0
6.270717917E0,1.308279419E-1,1.055305481E-1,9.928703156E0
6.280695917E0,1.212478638E-1,1.203497314E-1,9.873617706E0
6.290673916E0,9.370513916E-2,1.480421448E-1,9.760453033E0
6.300651917E0,9.699829102E-2,1.276844788E-1,9.868228912E0
6.310629917E0,6.259982300E-1,3.023712158E-1,9.821675720E0
6.320607916E0,2.258952484E0,8.693920898E-1,9.802066498E0
6.330585917E0,7.753875732E-2,7.828720093E-2,9.760602722E0
6.340563917E0,-1.010548553E0,-2.381547546E-1,9.796677704E0
6.350541916E0,-2.859054565E-1,-3.472778320E-2,1.024439667E1
6.360519917E0,-5.044509888E-1,-1.260379028E-1,1.146630569E1
6.370497917E0,-2.887495422E-1,-1.119671631E-1,1.163979492E1
6.380475917E0,8.666976929E-2,9.101074219E-2,1.115779724E1
6.390453917E0,2.433938599E-1,1.739382935E-1,1.072414902E1
6.400431917E0,2.487826538E-1,1.963916016E-1,1.080273560E1
6.410409917E0,2.875520325E-1,2.056723022E-1,1.162347885E1
6.420387916E0,4.927752686E-1,2.414479065E-1,1.251816833E1
6.430365917E0,4.095483398E-1,2.239343262E-1,1.275168274E1
6.440343917E0,-4.128414917E-1,1.164578247E-1,1.267983215E1
6.450321916E0,-7.780819702E-1,1.526824951E-1,1.202629120E1
6.460299917E0,-3.667373657E-1,1.520837402E-1,1.125674149E1
6.470276917E0,-2.459385681E-1,3.113525391E-1,1.100960541E1
6.480254916E0,-2.796185303E-1,6.842271423E-1,1.095137650E1
6.490232917E0,-5.764512634E-1,8.092172241E-1,1.085737198E1
6.500210917E0,-5.834866333E-1,8.945397949E-1,1.074899734E1
6.510188916E0,-2.344125366E-1,1.136436768E0,1.066457291E1
6.520166917E0,2.891986084E-1,1.394949188E0,1.049841843E1
6.530144917E0,7.441026306E-1,1.644330597E0,1.022209305E1
6.540122916E0,8.264314270E-1,2.055226135E0,1.001731888E1
6.550100917E0,7.961943054E-1,2.303110657E0,9.772727509E0
6.560078917E0,5.938151550E-1,2.187850342E0,9.805808716E0
6.570056916E0,-5.475613403E-1,2.071542206E0,1.034498749E1
6.580034917E0,-1.185384979E0,2.024390259E0,1.018182678E1
6.590012917E0,-9.726773071E-1,2.253863068E0,9.427844696E0
6.599990916E0,-7.563771057E-1,2.706372070E0,8.890761566E0
6.609968917E0,-6.387217712E-1,2.959645386E0,8.894354095E0
6.619946917E0,-4.064048767E-1,3.240012360E0,9.177714844E0
6.629924917E0,5.688171387E-3,3.524720306E0,9.351802826E0
6.639902917E0,5.423222351E-1,3.815116425E0,9.238488464E0
6.649880917E0,9.644444275E-1,4.119134216E0,8.936865692E0
6.659858917E0,1.172960815E0,4.289479980E0,8.331674194E0
6.669836916E0,1.150657196E0,4.525838470E0,7.794141998E0
6.679814917E0,1.039438477E0,4.941074982E0,7.767796783E0
6.689792792E0,8.289761353E-1,5.073250122E0,7.788902893E0
6.699770791E0,3.617976379E-1,5.088668060E0,7.844437408E0
6.709748792E0,-3.216810608E-1,5.210963745E0,7.583979034E0
6.719726792E0,-4.894821167E-1,5.426066437E0,6.773863678E0
6.729704791E0,-3.049159241E-1,5.858816528E0,6.040388947E0
6.739682792E0,-4.323010254E-1,6.052364044E0,5.788612518E0
6.749660792E0,-3.156935120E-1,6.211333466E0,6.005661163E0
6.759638791E0,3.282673645E-1,6.451434174E0,6.195017395E0
6.769616792E0,1.055604858E0,6.586004333E0,6.148015137E0
6.779594792E0,1.213825836E0,6.735543365E0,6.092181244E0
6.789572792E0,9.479786682E-1,6.912924500E0,5.997278595E0
6.799550792E0,7.614665222E-1,7.095694427E0,5.729186096E0
6.809528792E0,6.268963623E-1,7.232509918E0,5.441783752E0
6.819506792E0,4.303550720E-1,7.382348328E0,5.063819733E0
6.829484791E0,2.571652222E-1,7.621251526E0,4.561614075E0
6.839462792E0,-8.277786255E-2,7.683072968E0,4.193828888E0
6.849440792E0,-2.933898926E-2,7.736362152E0,4.357139282E0
6.859418791E0,-3.266207886E-1,7.760611725E0,4.557722168E0
6.869396792E0,-6.164181519E-1,7.776029663E0,4.647385712E0
6.879374792E0,-4.581971741E-1,8.052055664E0,4.569996643E0
6.889352791E0,-1.237925720E-1,8.245453491E0,4.480931854E0
6.899330792E0,1.261875916E-1,8.322543182E0,4.149071960E0
6.909308792E0,4.522096252E-1,8.394842834E0,3.906426544E0
6.919286791E0,5.891748047E-1,8.483907623E0,4.146377563E0
6.929264792E0,5.780978394E-1,8.551117859E0,4.679119720E0
6.939242792E0,5.718109131E-1,8.573720856E0,4.953349457E0
6.949220791E0,6.340814209E-1,8.597072296E0,4.412524109E0
6.959198792E0,3.755690002E-1,8.652157745E0,3.011587372E0
6.969176792E0,4.328997803E-1,8.828640747E0,2.107168121E0
6.979154791E0,-1.321751404E-1,8.839418335E0,3.318748627E0
6.989132792E0,-3.405418396E-1,8.799301758E0,3.701203308E0
6.999110792E0,1.347198486E-2,8.863817596E0,3.586392059E0
7.009088791E0,6.526428223E-2,8.907975769E0,3.984264679E0
7.019066792E0,3.787124634E-2,8.940757599E0,4.052672424E0
7.029044792E0,2.154020691E-1,8.967252502E0,4.011657715E0
7.039022792E0,2.851570129E-1,9.007818146E0,4.102967834E0
7.049000792E0,2.519261169E-1,9.028026123E0,3.913162537E0
7.058978792E0,-1.417552185E-1,9.024283905E0,3.385060730E0
7.068956792E0,4.101470947E-2,9.093140717E0,3.380121002E0
7.078934791E0,2.050735474E-2,9.136550446E0,3.504662018E0
7.088912792E0,4.535568237E-2,9.160949707E0,3.281925201E0
7.098890792E0,2.279759216E-1,9.185947723E0,2.755469971E0
7.108868791E0,8.517288208E-2,9.217232666E0,2.111060028E0
7.118846792E0,5.403762817E-2,9.311386871E0,1.690285034E0
7.128824792E0,9.385482788E-2,9.397308197E0,1.773362274E0
7.138802791E0,8.068222046E-2,9.415570221E0,1.963317261E0
7.148780792E0,9.056167603E-2,9.420060883E0,2.151925049E0
7.158758792E0,-5.388793945E-2,9.410780182E0,2.096540222E0
7.168736791E0,1.556762695E-2,9.490414581E0,1.880988464E0
7.178714792E0,2.228865051E-1,9.524693298E0,1.693877563E0
7.188692792E0,4.921765137E-1,9.477241974E0,1.779050446E0
7.198670791E0,6.388714600E-1,9.461075592E0,1.961371307E0
7.208648792E0,4.694238281E-1,9.490414581E0,1.843715973E0
7.218626792E0,3.231779480E-1,9.513915710E0,1.498683472E0
7.228604791E0,3.138972473E-1,9.536518707E0,1.226848755E0
7.238582792E0,9.026229858E-2,9.599687347E0,1.261875916E0
7.248560792E0,-1.318757629E-1,9.626032562E0,1.415606232E0
7.258538791E0,-8.487350464E-2,9.607620850E0,1.557511139E0
7.268516792E0,4.490661621E-4,9.612710266E0,1.472188568E0
7.278494792E0,2.505789185E-1,9.605525208E0,1.490001526E0
7.288472791E0,2.562670898E-1,9.610315247E0,1.682950287E0
7.298450792E0,1.800755310E-1,9.633966064E0,1.650168457E0
7.308428792E0,-4.460723877E-2,9.655521240E0,1.450783081E0
7.318406792E0,9.729766846E-3,9.654323730E0,1.506616974E0
7.328384792E0,3.165916443E-1,9.621242523E0,1.857337646E0
7.338362792E0,1.893562317E-1,9.639205170E0,2.142943726E0
7.348340792E0,4.340972900E-2,9.649084625E0,1.775757294E0
7.358318791E0,1.457968140E-1,9.656119995E0,1.660796356E0
7.368296792E0,8.592132568E-2,9.675878906E0,1.354682922E0
7.378274792E0,2.254312134E-1,9.655820618E0,1.172811127E0
7.388252791E0,2.176473999E-1,9.639953613E0,9.497749329E-1
7.398230792E0,2.130070496E-1,9.680519257E0,8.448431396E-1
7.408207792E0,1.685494995E-1,9.756710815E0,9.654922485E-1
7.418185791E0,-4.221221924E-1,9.808054047E0,1.136885834E0
7.428163792E0,-3.215313721E-1,9.751022644E0,7.406597900E-1
7.438141792E0,4.849914551E-2,9.712402954E0,1.027164001E0
7.448119791E0,4.146377563E-2,9.707762604E0,5.676196289E-1
7.458097792E0,1.193019104E-1,9.724378052E0,2.841091919E-1
7.468075792E0,5.763015747E-2,9.738897858E0,1.478924561E-1
7.478053791E0,6.586303711E-2,9.724827118E0,1.511856079E-1
7.488031792E0,4.236190796E-2,9.730664978E0,-1.706451416E-2
7.498009792E0,-2.649490356E-2,9.804012451E0,-4.090992737E-1
7.507987791E0,-3.278182983E-1,9.748328247E0,-3.182382202E-1
7.517965792E0,-4.126918030E-1,9.684111786E0,-4.954696655E-2
7.527943792E0,-2.914439392E-1,9.684411163E0,3.197351074E-1
7.537921792E0,-6.541397095E-2,9.725575562E0,6.406677246E-1
7.547899792E0,-6.750961304E-2,9.753717041E0,7.735913086E-1
7.557877792E0,-2.179467773E-1,9.810149689E0,9.225315857E-1
7.567855792E0,3.742218018E-3,9.889484711E0,1.274898834E0
7.577833791E0,4.833448792E-1,9.840686188E0,1.685794373E0
7.587811792E0,3.270698547E-1,9.720336456E0,1.573228455E0
7.597789792E0,3.716770935E-1,9.725874939E0,1.003812561E0
7.607767791E0,4.921765137E-1,9.727820892E0,3.939807129E-1
7.617745792E0,4.809498596E-1,9.717492371E0,3.420387268E-1
7.627723792E0,3.945794678E-1,9.761351166E0,4.252656555E-1
7.637701791E0,3.106040955E-1,9.779762878E0,4.236190796E-1
7.647679792E0,3.785627747E-1,9.735155640E0,6.580316162E-1
7.657657792E0,2.389031982E-1,9.756710815E0,7.409591675E-1
7.667635791E0,-5.059478760E-2,9.744136963E0,1.056802368E0
7.677613792E0,-1.546284485E-1,9.779463501E0,1.632654877E0
7.687592417E0,-5.089416504E-3,9.796078949E0,1.521735535E0
7.697570417E0,1.026864624E-1,9.771080933E0,1.276246033E0
7.707548416E0,2.014810181E-1,9.740993500E0,6.203100586E-1
7.717526417E0,1.589694214E-1,9.756261749E0,2.793191528E-1
7.727504417E0,8.487350464E-2,9.764794006E0,1.811233521E-1
7.737482416E0,2.016307068E-1,9.748777313E0,6.990463257E-2
